step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
2,DEBIT,8499.58,C2045706119,10074.0,1574.42,C836514715,449166.44,411058.34,0,0
2,CASH_OUT,132382.57,C1003663195,2408.0,0.0,C991505714,0.0,1095914.71,0,0
2,DEBIT,3462.64,C1623761043,66331.0,62868.36,C2094777811,64259.52,67722.17,0,0
2,CASH_IN,29929.77,C1536399059,7589709.15,7619638.92,C124540047,42932.68,13002.91,0,0
2,CASH_IN,186350.94,C1741892180,3517844.32,3704195.26,C716083600,2107162.1,1572841.87,0,0
2,CASH_IN,49512.11,C1629133067,5555977.62,5605489.74,C836514715,498678.55,449166.44,0,0
2,CASH_IN,61344.23,C388143137,10255616.23,10316960.46,C932583850,4410975.57,3512606.05,0,0
2,DEBIT,394.34,C57638267,75374.0,74979.66,C621014131,107168.0,0.0,0,0
2,CASH_IN,20000.32,C1658534033,3819070.46,3839070.78,C124540047,62933.0,13002.91,0,0
2,TRANSFER,14949.84,C140702728,14949.84,0.0,C634210724,0.0,0.0,1,0
2,DEBIT,3995.57,C258860422,106919.0,102923.43,C339924917,12145.85,16141.42,0,0
2,TRANSFER,1096187.24,C1093223281,1096187.24,0.0,C2063275841,0.0,0.0,1,0
2,CASH_IN,79346.19,C358847552,9006747.44,9086093.64,C716083600,2039555.72,2107162.1,0,0
2,CASH_OUT,18627.02,C175961135,18627.02,0.0,C1711105800,147251.58,165878.6,1,0
2,CASH_OUT,1096187.24,C77163673,1096187.24,0.0,C644345897,0.0,1096187.24,1,0
2,CASH_OUT,963532.14,C430329518,963532.14,0.0,C991505714,132382.57,1095914.71,1,0
2,TRANSFER,100350.0,C8268747214,120420.0,20070.0,C6402204408,100.0,100450.0,1,0
2,TRANSFER,18627.02,C1375503918,18627.02,0.0,C234430897,0.0,0.0,1,0
2,CASH_OUT,14949.84,C395257482,14949.84,0.0,C1032986144,18161.79,33111.63,1,0
2,TRANSFER,963532.14,C1440057381,963532.14,0.0,C268086000,0.0,0.0,1,0
3,CASH_IN,439543.98,C776178157,166923.73,606467.71,C932583850,4349631.34,3512606.05,0,0
3,CASH_OUT,103406.05,C1443000737,0.0,0.0,C932583850,3512606.05,6963508.84,0,0
3,CASH_IN,347969.28,C1229143192,803824.66,1151793.94,C716083600,1920811.16,1572841.87,0,0
3,CASH_IN,133270.9,C417621837,4140.0,137410.9,C2094777811,67722.17,13707.11,0,0
3,DEBIT,4538.75,C1373885310,10819.0,6280.25,C621014131,80056.78,0.0,0,0
3,CASH_OUT,14979.83,C1613729684,25099.3,10119.47,C991505714,1051654.28,1066634.1,0,0
3,CASH_IN,28444.78,C777940932,5856134.02,5884578.8,C621014131,84595.53,0.0,0,0
3,CASH_OUT,31891.69,C1548535364,137171.5,105279.81,C1032986144,42746.73,74638.42,0,0
3,TRANSFER,534565.0,C6429258551,641478.0,106913.0,C4923895993,100.0,534665.0,1,0
3,DEBIT,3985.96,C351249017,40300.0,36314.04,C667346055,10892560.8,10670907.24,0,0
3,CASH_IN,289264.94,C712874817,4150245.06,4439510.0,C932583850,3801870.99,3512606.05,0,0
3,CASH_IN,223593.6,C2000851008,5434195.24,5657788.84,C991505714,1275247.87,1066634.1,0,0
3,TRANSFER,96792.62344191346,C6402204408,116151.14813029615,19358.52468838269,C7763200877,100.0,96892.62344191346,1,0
3,TRANSFER,521678.46,C954742840,0.0,0.0,C667346055,10269700.81,10670907.24,0,0
3,CASH_IN,140313.48,C1232631679,906312.41,1046625.89,C836514715,457666.01,411058.34,0,0
3,CASH_OUT,101181.53,C957683143,12973.52,0.0,C667346055,10791379.27,10670907.24,0,0
3,TRANSFER,551918.0,C6156606085,662301.6,110383.6,C7191914140,100.0,552018.0,1,0
3,CASH_IN,108216.36,C1620253123,3753002.94,3861219.3,C932583850,3910087.36,3512606.05,0,0
3,CASH_IN,56556.28,C1176254217,6578715.32,6635271.6,C1060563153,71287.2,14730.93,0,0
3,CASH_OUT,93705.81,C1487424018,0.0,0.0,C836514715,317352.53,411058.34,0,0
3,DEBIT,9635.1,C672493939,173069.0,163433.9,C1032986144,33111.63,42746.73,0,0
3,TRANSFER,280567.17,C923366543,0.0,0.0,C667346055,9989133.64,10670907.24,0,0
3,CASH_OUT,22877.0,C2126545173,22877.0,0.0,C573200870,0.0,22877.0,1,0
3,CASH_OUT,10539.37,C1984954272,10539.37,0.0,C124540047,0.0,10539.37,1,0
3,TRANSFER,22877.0,C1247938090,22877.0,0.0,C1002031672,0.0,0.0,1,0
3,TRANSFER,10539.37,C1134864869,10539.37,0.0,C118648358,0.0,0.0,1,0
4,CASH_OUT,71951.43,C1997028929,0.0,0.0,C297927961,97990.29,0.0,0,0
4,TRANSFER,86070.17,C1844941220,86070.17,0.0,C1191544932,0.0,0.0,1,0
4,CASH_IN,3563.97,C1562107210,8594865.16,8598429.14,C2089016471,34361.39,30797.41,0,0
4,TRANSFER,908274.13,C1855297340,0.0,0.0,C932583850,6055234.7,6963508.84,0,0
4,CASH_OUT,13707.11,C556223230,13707.11,0.0,C2094777811,0.0,13707.11,1,0
4,CASH_IN,196821.07,C1590292218,1728770.3,1925591.38,C1711105800,200343.97,3522.9,0,0
4,CASH_IN,100669.53,C1560244891,2143395.3,2244064.83,C644345897,1164113.02,1063443.49,0,0
4,TRANSFER,13707.11,C17222024,13707.11,0.0,C410033330,0.0,0.0,1,0
4,TRANSFER,14237.75,C54440148,30258.0,16020.25,C116289363,0.0,14237.75,0,0
4,CASH_OUT,169941.73,C2026325575,169941.73,0.0,C1394526584,0.0,169941.73,1,0
4,CASH_OUT,8502.55,C1895102622,0.0,0.0,C1364913072,21130.68,29633.23,0,0
4,TRANSFER,169941.73,C540962910,169941.73,0.0,C2127862399,0.0,0.0,1,0
4,TRANSFER,92810.86063618469,C7763200877,111373.03276342162,18562.17212723694,C5538004538,100.0,92910.86063618469,1,0
4,CASH_IN,242047.69,C588985851,1215849.75,1457897.44,C644345897,1406160.71,1063443.49,0,0
4,CASH_IN,58095.79,C1340769295,7883526.4,7941622.19,C766681183,10000000.0,9941904.21,0,0
4,CASH_OUT,10000000.0,C351297720,10000000.0,0.0,C766681183,0.0,9941904.21,1,0
4,CASH_OUT,334318.86,C742969054,0.0,0.0,C991505714,1775490.07,2109808.94,0,0
4,TRANSFER,178055.95,C46727015,9181.0,0.0,C716083600,1309620.48,1423811.37,0,0
4,TRANSFER,10000000.0,C7162498,12930418.44,2930418.44,C945327594,0.0,0.0,1,0
4,TRANSFER,2930418.44,C2047521920,2930418.44,0.0,C449261773,0.0,0.0,1,0
4,CASH_OUT,86070.17,C1699873763,86070.17,0.0,C560041895,0.0,86070.17,1,0
4,TRANSFER,528650.2018548239,C4923895993,634380.2422257887,105730.04037096478,C2393916851,100.0,528750.2018548239,1,0
4,CASH_OUT,125774.49,C1252261018,0.0,0.0,C766681183,10189915.78,12362816.81,0,0
4,CASH_OUT,2930418.44,C2044690596,2930418.44,0.0,C932583850,3616012.1,6963508.84,1,0
4,CASH_IN,221477.06,C339734447,2621860.3,2843337.36,C716083600,1531097.55,1309620.48,0,0
4,CASH_IN,41744.33,C1568999973,3085328.43,3127072.76,C716083600,1572841.87,1309620.48,0,0
4,DEBIT,515.29,C631410926,105931.0,105415.71,C124540047,10539.37,11054.67,0,0
5,CASH_OUT,120074.73,C1174000532,120074.73,0.0,C410033330,0.0,120074.73,1,0
5,PAYMENT,1569.0,C7191914140,10000.0,8431.0,C249200083,20000.0,21569.0,0,0
5,PAYMENT,3716.0,C5538004538,10000.0,6284.0,C1243399317,20000.0,23716.0,0,0
5,CASH_IN,82914.35,C104803851,5274206.82,5357121.18,C766681183,10390065.3,12362816.81,0,0
5,CASH_OUT,60726.57,C840095827,60726.57,0.0,C803116137,13010502.78,13071229.35,1,0
5,CASH_OUT,305121.53,C187540389,78234.23,0.0,C932583850,6932092.15,6724357.4,0,0
5,CASH_OUT,105095.1,C1833239242,0.0,0.0,C1394526584,169941.73,618730.52,0,0
5,CASH_IN,130078.54,C1289213409,11653415.97,11783494.52,C667346055,10146199.06,9827546.97,0,0
5,TRANSFER,120074.73,C1409933277,120074.73,0.0,C162114152,0.0,0.0,1,0
5,CASH_OUT,10119.47,C213063852,10119.47,0.0,C922511709,0.0,10119.47,1,0
5,CASH_IN,334503.92,C25187203,4467438.3,4801942.23,C667346055,10492866.37,9827546.97,0,0
5,TRANSFER,60726.57,C383882703,60726.57,0.0,C1807010830,0.0,0.0,1,0
5,TRANSFER,10119.47,C1775746074,10119.47,0.0,C746009679,0.0,0.0,1,0
5,CASH_IN,31416.69,C1558127130,9802256.8,9833673.49,C932583850,6963508.84,6932092.15,0,0
5,CASH_OUT,55207.84,C415768786,701404.67,646196.83,C716083600,1368603.53,1423811.37,0,0
5,TRANSFER,132427.3,C1426344756,40217.0,0.0,C380242442,0.0,132427.3,0,0
5,CASH_IN,833.39,C25630139,3856002.2,3856835.59,C836514715,411058.34,410224.95,0,0
5,TRANSFER,530362.1651218561,C7191914140,636434.5981462273,106072.43302437123,C6395585895,100.0,530462.1651218561,1,0
5,CASH_IN,414729.24,C1185631996,4132305.6,4547034.84,C991505714,2109808.94,1695079.69,0,0
5,CASH_OUT,74375.02,C1956358668,978.83,0.0,C766681183,10315690.28,12362816.81,0,0
5,CASH_IN,285594.46,C1115073856,2695505.51,2981099.97,C644345897,937884.9,652290.45,0,0
5,CASH_OUT,311282.8,C181220448,0.0,0.0,C716083600,1423811.37,1848371.68,0,0
5,TRANSFER,339163.04,C376017690,0.0,0.0,C766681183,10307150.95,12362816.81,0,0
5,TRANSFER,504330.2858354288,C2393916851,605196.3430025146,100866.05716708576,C7341217924,100.0,504430.2858354288,1,0
5,TRANSFER,91314.48409019287,C5538004538,109577.38090823144,18262.896818038575,C3548918732,100.0,91414.48409019287,1,0
5,TRANSFER,1716502.82,C316671934,0.0,0.0,C766681183,10646313.99,12362816.81,0,0
5,CASH_IN,119072.9,C43734323,1298295.98,1417368.88,C716083600,1487676.44,1423811.37,0,0
6,CASH_IN,53212.23,C916585760,4868384.59,4921596.82,C932583850,6913377.58,6724357.4,0,0
6,TRANSFER,33332.86,C2025652936,33332.86,0.0,C1662235713,0.0,0.0,1,0
6,TRANSFER,25975.86,C864622150,25975.86,0.0,C41792607,0.0,0.0,1,0
6,CASH_OUT,18923.09,C1760992419,60227.53,41304.43,C154319946,82399.46,11058.04,0,0
6,CASH_OUT,25975.86,C1004271827,25975.86,0.0,C451934410,98152.0,28041.27,1,0
6,CASH_OUT,155270.31,C1292548899,0.0,0.0,C1394526584,346277.88,618730.52,0,0
6,CASH_IN,134126.72,C354764137,7129421.37,7263548.09,C803116137,15517661.96,15651209.26,0,0
6,CASH_OUT,229790.53,C1999434859,0.0,0.0,C991505714,1695079.69,1924870.22,0,0
6,CASH_OUT,33332.86,C685428529,33332.86,0.0,C1626759869,31002.0,0.0,1,0
6,CASH_OUT,206890.25,C1602363550,0.0,0.0,C667346055,10208565.77,10415456.02,0,0
6,CASH_OUT,284467.43,C1863515296,0.0,0.0,C991505714,2283034.88,5352935.74,0,0
6,TRANSFER,381018.8,C1622945931,72456.41,0.0,C667346055,9827546.97,10415456.02,0,0
6,CASH_IN,16798.63,C1310763397,9173758.43,9190557.06,C1032986144,74638.42,57839.79,0,0
6,CASH_IN,239954.21,C1541840766,4721609.94,4961564.16,C803116137,13635531.1,15517661.96,0,0
6,CASH_IN,85068.86,C816196187,7334865.12,7419933.98,C644345897,362288.1,277219.24,0,0
6,CASH_IN,51136.63,C1172738852,7230776.84,7281913.46,C1394526584,275036.82,618730.52,0,0
6,CASH_IN,100859.29,C1545984685,4466801.19,4567660.48,C932583850,7435597.94,6724357.4,0,0
6,CASH_OUT,122380.82,C412255839,12505.98,0.0,C991505714,1924870.22,5352935.74,0,0
6,CASH_OUT,308384.4,C1132206727,151.23,0.0,C836514715,410224.95,718609.35,0,0
6,CASH_IN,421361.07,C966541452,3783751.45,4205112.52,C932583850,7334738.66,6724357.4,0,0
6,TRANSFER,225055.89,C1663786105,11200.0,0.0,C621014131,0.0,409735.86,0,0
6,TRANSFER,109985.65,C570434649,41851.0,0.0,C553264065,0.0,109985.65,0,0
6,TRANSFER,26768.5,C457596841,26768.5,0.0,C1956477953,0.0,0.0,1,0
6,CASH_OUT,109571.37,C1544793857,0.0,0.0,C451934410,124127.86,28041.27,0,0
6,TRANSFER,1394793.88,C329929969,0.0,0.0,C803116137,13181352.26,15517661.96,0,0
6,CASH_OUT,26768.5,C682812632,26768.5,0.0,C256417920,101976.0,128744.5,1,0
6,CASH_OUT,10224.0,C1284098442,10224.0,0.0,C801412408,0.0,10224.0,1,0
6,CASH_OUT,17246.0,C1484518113,17246.0,0.0,C978609035,0.0,17246.0,1,0
6,CASH_IN,202471.26,C965121190,3409010.17,3611481.43,C380242442,221997.05,19525.79,0,0
6,TRANSFER,10565.0,C777407608,10565.0,0.0,C1790657739,0.0,0.0,1,0
6,CASH_IN,214224.63,C1683246820,4961564.16,5175788.78,C803116137,13395576.88,15517661.96,0,0
6,CASH_OUT,235783.84,C1490353715,11237.63,0.0,C991505714,2047251.04,5352935.74,0,0
6,CASH_IN,174806.05,C1861138906,743564.17,918370.22,C644345897,277219.24,51153.1,0,0
6,CASH_OUT,17320.91,C436661284,17320.91,0.0,C522173599,6244.44,0.0,1,0
6,CASH_OUT,13704.0,C1421965867,13704.0,0.0,C1438594533,3382.84,143675.35,1,0
6,TRANSFER,17320.91,C788790720,17320.91,0.0,C1589547066,0.0,0.0,1,0
6,TRANSFER,296250.01,C1699756582,19401.28,0.0,C716083600,1552121.67,1848371.68,0,0
6,CASH_OUT,117182.34,C141293835,0.0,0.0,C1394526584,501548.19,618730.52,0,0
6,CASH_OUT,216422.0,C1547714604,216422.0,0.0,C7881234,10097.0,48630.5,1,0
6,TRANSFER,13704.0,C1735554279,13704.0,0.0,C12793273,0.0,1658746.09,1,0
6,CASH_OUT,85354.69,C158801009,85354.69,0.0,C382431057,11170.0,10612.55,1,0
6,TRANSFER,17246.0,C1034673425,17246.0,0.0,C1379589736,0.0,101717.84,1,0
6,CASH_OUT,10565.0,C1191732945,10565.0,0.0,C418964192,36275.0,24380.72,1,0
6,CASH_IN,3732.98,C2115589111,8571339.41,8575072.39,C864078397,6292.72,2559.74,0,0
6,TRANSFER,10224.0,C365589282,10224.0,0.0,C908043384,0.0,0.0,1,0
6,TRANSFER,30521.02,C903383636,30521.02,0.0,C904300960,0.0,0.0,1,0
6,TRANSFER,85354.69,C558400671,85354.69,0.0,C527482085,0.0,0.0,1,0
6,CASH_IN,276974.44,C1910491749,4043918.24,4320892.68,C932583850,6724357.4,5670581.45,0,0
6,CASH_OUT,30521.02,C1813769162,30521.02,0.0,C1249547869,0.0,30521.02,1,0
6,CASH_OUT,47097.56,C1584779130,12068.67,0.0,C410033330,120074.73,161722.17,0,0
6,TRANSFER,216422.0,C666642000,216422.0,0.0,C1315078366,0.0,0.0,1,0
6,CASH_OUT,122377.68,C1632677830,211812.91,89435.23,C1394526584,223900.19,618730.52,0,0
7,CASH_IN,274903.54,C2100829870,2096181.29,2371084.83,C766681183,13447674.95,13146711.0,0,0
7,CASH_OUT,24002.6,C1254728191,0.0,0.0,C380242442,438233.86,140189.52,0,0
7,CASH_OUT,149463.96,C1463192690,271352.67,121888.7,C1626759869,592376.6,1845436.06,0,0
7,CASH_IN,148725.69,C1208826944,8279043.74,8427769.43,C1626759869,741102.29,592376.6,0,0
7,CASH_OUT,262434.54,C383717053,262434.54,0.0,C380242442,19525.79,438233.86,1,0
7,DEBIT,1839.45,C1151446606,149434.81,147595.36,C2100440237,87251.18,89090.63,0,0
7,CASH_IN,93766.05,C516515090,808919.51,902685.56,C803116137,16183022.41,15651209.26,0,0
7,CASH_OUT,141917.76,C1037000742,0.0,0.0,C667346055,10415456.02,10194649.73,0,0
7,TRANSFER,21729.0,C1686905633,21729.0,0.0,C824421402,0.0,0.0,1,0
7,TRANSFER,514376.39988976135,C6395585895,617251.6798677136,102875.27997795228,C9126704548,100.0,514476.39988976135,1,0
7,TRANSFER,156273.53,C117548955,0.0,0.0,C380242442,281960.33,438233.86,0,0
7,DEBIT,12510.32,C1054229371,9595.7,0.0,C116289363,14237.75,61080.75,0,0
7,CASH_IN,276651.07,C792028608,1797309.34,2073960.4,C667346055,10557373.78,10194649.73,0,0
7,TRANSFER,386540.33,C1982208187,21374.0,0.0,C1938348365,19818.0,854916.91,0,0
7,CASH_OUT,242154.0,C838643057,0.0,0.0,C1983025922,315184.94,55701.65,0,0
7,TRANSFER,232400.67,C2362977,60096.0,0.0,C773898763,4114.0,272559.94,0,0
7,CASH_IN,106286.15,C246561692,2306438.85,2412725.0,C766681183,13252997.15,13146711.0,0,0
7,CASH_IN,85912.14,C1806402192,4987554.06,5073466.2,C382431057,96524.69,10612.55,0,0
7,TRANSFER,1106508.19,C1807775584,0.0,0.0,C991505714,8399965.38,13994753.4,0,0
7,CASH_IN,124840.02,C1724453412,10202530.43,10327370.45,C1626759869,642631.74,592376.6,0,0
7,TRANSFER,345357.47,C2026365267,149.0,0.0,C118648358,0.0,948711.06,0,0
7,CASH_OUT,441445.58,C398085606,441445.58,0.0,C2072030256,98993.5,0.0,1,0
7,CASH_IN,154228.23,C1826767363,2598774.2,2753002.43,C932583850,5824809.68,5670581.45,0,0
7,TRANSFER,382189.06,C393004587,177952.0,0.0,C836514715,1015070.61,2511051.14,0,0
7,TRANSFER,192786.84,C2030201697,10845.0,0.0,C836514715,1289357.76,2511051.14,0,0
7,CASH_IN,444482.74,C1014991909,6086886.97,6531369.71,C7881234,594915.4,48630.5,0,0
7,DEBIT,1676.14,C627283560,12058.82,10382.68,C1046160944,161168.01,162844.14,0,0
7,TRANSFER,126588.51,C926715701,12635.0,0.0,C1438594533,17086.84,143675.35,0,0
7,CASH_IN,22459.28,C2007097165,6359384.36,6381843.64,C418964192,46840.0,24380.72,0,0
7,CASH_IN,332258.01,C36594958,2412939.96,2745197.97,C621014131,409735.86,27964.11,0,0
7,TRANSFER,499120.0388696705,C7341217924,598944.0466436045,99824.0077739341,C4153745836,100.0,499220.0388696705,1,0
7,CASH_IN,222204.07,C608964542,6414028.83,6636232.9,C716083600,2480733.22,1995598.25,0,0
7,TRANSFER,88439.0542266858,C3548918732,106126.86507202295,17687.81084533716,C6291513115,100.0,88539.0542266858,1,0
7,TRANSFER,1104078.54,C2092599862,0.0,0.0,C932583850,5670581.45,9546432.01,0,0
7,CASH_OUT,164382.42,C448491930,93467.0,0.0,C124540047,0.0,164382.42,0,0
7,CASH_IN,42786.32,C339826690,69409.0,112195.32,C1101441872,49064.0,0.0,0,0
7,TRANSFER,253181.89,C1642373234,77145.0,0.0,C773898763,19378.05,272559.94,0,0
7,CASH_OUT,109261.69,C1615923089,0.0,0.0,C7881234,226519.0,48630.5,0,0
7,TRANSFER,262434.54,C2101686389,262434.54,0.0,C612008977,0.0,0.0,1,0
7,TRANSFER,1168723.46,C1268635527,0.0,0.0,C991505714,3222786.36,5352935.74,0,0
7,CASH_IN,206691.61,C361386145,2574914.15,2781605.76,C773898763,272559.94,0.0,0,0
7,CASH_IN,117158.12,C466959452,4666969.98,4784128.1,C836514715,1913061.07,1289357.76,0,0
7,CASH_OUT,164353.06,C1784709811,0.0,0.0,C1181708889,275989.4,684138.15,0,0
7,CASH_IN,86072.98,C1185843580,7947164.04,8033237.02,C667346055,10280722.71,10194649.73,0,0
7,CASH_OUT,317142.1,C1017733867,0.0,0.0,C932583850,6774659.99,9546432.01,0,0
7,CASH_IN,101802.15,C2058930546,6430018.34,6531820.49,C7881234,150432.65,48630.5,0,0
7,TRANSFER,12655.46,C1906236265,14534.0,1878.54,C945327594,0.0,33383.17,0,0
7,TRANSFER,1364790.3,C1761328019,2301.4,0.0,C1394526584,1885634.16,5038256.49,0,0
7,CASH_OUT,42190.57,C85624364,51073.63,8883.06,C991505714,8357774.81,13994753.4,0,0
7,TRANSFER,2861134.92,C1326904973,0.0,0.0,C991505714,5352935.74,13994753.4,0,0
7,CASH_IN,102397.45,C1605786426,7570544.47,7672941.92,C1438594533,143675.35,41277.9,0,0
7,CASH_IN,207880.29,C1091633125,6531369.71,6739250.01,C766681183,13153765.46,13146711.0,0,0
7,CASH_IN,208146.39,C1244261699,1024674.4,1232820.79,C801412408,467609.7,67124.59,0,0
7,CASH_IN,151302.46,C1444144186,13061.83,164364.29,C124540047,164382.42,448443.01,0,0
7,CASH_IN,245256.44,C1343952313,1830872.44,2076128.88,C560041895,285534.83,40278.39,0,0
7,CASH_IN,107086.8,C951057666,4784128.1,4891214.9,C621014131,135050.91,27964.11,0,0
7,CASH_OUT,332783.95,C716663514,0.0,0.0,C2072030256,540439.08,0.0,0,0
7,TRANSFER,21571.0,C786114805,21571.0,0.0,C1666314150,0.0,0.0,1,0
7,CASH_OUT,307111.99,C2056319805,0.0,0.0,C766681183,12945885.16,13146711.0,0,0
7,CASH_OUT,270635.99,C1233913425,102973.21,0.0,C667346055,10680135.03,17132106.53,0,0
7,CASH_IN,153124.3,C1641017828,697130.17,850254.47,C1570256460,155551.0,0.0,0,0
7,CASH_IN,214662.24,C1171120083,1851234.61,2065896.84,C803116137,15383535.25,15651209.26,0,0
7,TRANSFER,89659.74,C1397283620,17424.0,0.0,C1002031672,0.0,0.0,0,0
